State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Measure Type,Rate Definition,Core Set Year,Population,Methodology,State Rate,Number of States Reporting,Mean,Median,Bottom Quartile,Top Quartile,Notes,Source,State-Specific Comments,Rate Used in Calculating State Mean and Median
Mississippi,Primary Care Access and Preventive Care,Adult Core Set,Cervical Cancer Screening: Ages 21 to 64,CCS-AD,Higher rates are better for this measure,Percentage of Women Screened for Cervical Cancer: Ages 21 to 64,2024,Medicaid (Title XIX),Administrative,44.9,45,48.8,50.0,42.4,55.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rate includes FFS and managed care populations (3 MCOs).,Yes
Mississippi,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women Ages 21 to 24,CHL-AD,Higher rates are better for this measure,Percentage of Sexually Active Women Screened for Chlamydia: Ages 21 to 24,2024,Medicaid (Title XIX),Administrative,60.0,47,55.8,56.0,50.2,63.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rate includes FFS and managed care populations (3 MCOs).,Yes
Mississippi,Primary Care Access and Preventive Care,Adult Core Set,Colorectal Cancer Screening: Ages 45 to 75,COL-AD,Higher rates are better for this measure,Percentage who had Appropriate Screening for Colorectal Cancer: Ages 46 to 50,2024,Medicaid (Title XIX),Administrative,22.1,42,24.0,22.9,20.0,26.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rates include FFS and managed care populations (3 MCOs).,Yes
Mississippi,Primary Care Access and Preventive Care,Adult Core Set,Colorectal Cancer Screening: Ages 45 to 75,COL-AD,Higher rates are better for this measure,Percentage who had Appropriate Screening for Colorectal Cancer: Ages 51 to 65,2024,Medicaid (Title XIX),Administrative,40.9,39,36.3,37.7,30.3,42.6,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rates include FFS and managed care populations (3 MCOs).,Yes
Missouri,Behavioral Health Care,Adult Core Set,Adherence to Antipsychotic Medications for Individuals with Schizophrenia: Age 18 and Older,SAA-AD,Higher rates are better for this measure,Percentage with Schizophrenia or Schizoaffective Disorder who were Dispensed and Remained on Antipsychotic Medication for at Least 80 Percent of their Treatment Period: Age 18 and Older,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Other",Administrative,58.5,52,61.3,61.2,57.4,66.3,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rate includes FFS and managed care populations (4 MCOs). The state described the ""other"" population included in the measure as the following: ""separate CHIP.""",Yes
Missouri,Behavioral Health Care,Adult Core Set,Antidepressant Medication Management: Age 18 and Older,AMM-AD,Higher rates are better for this measure,Percentage with a Diagnosis of Major Depression who were Treated with and Remained on an Antidepressant Medication for 12 Weeks: Ages 18 to 64,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Other",Administrative,60.6,52,61.2,61.1,55.5,66.7,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and managed care populations (4 MCOs). The state described the ""other"" population included in the measure as the following: ""separate CHIP.""",Yes
Missouri,Behavioral Health Care,Adult Core Set,Antidepressant Medication Management: Age 18 and Older,AMM-AD,Higher rates are better for this measure,Percentage with a Diagnosis of Major Depression who were Treated with and Remained on an Antidepressant Medication for the Continuation Phase (6 Months): Ages 18 to 64,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Other",Administrative,44.3,52,42.0,42.1,34.9,46.9,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and managed care populations (4 MCOs). The state described the ""other"" population included in the measure as the following: ""separate CHIP.""",Yes
Missouri,Behavioral Health Care,Adult Core Set,Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18 to 64,SSD-AD,Higher rates are better for this measure,"Percentage with Schizophrenia, Schizoaffective Disorder, or Bipolar Disorder who were Dispensed an Antipsychotic Medication and had a Diabetes Screening Test: Ages 18 to 64",2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Other",Administrative,82.0,52,77.4,77.8,74.7,81.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rate includes FFS and managed care populations (4 MCOs). The state described the ""other"" population included in the measure as the following: ""separate CHIP.""",Yes
Missouri,Behavioral Health Care,Adult Core Set,Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older,FUM-AD,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18 to 64 ,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Other",Administrative,26.2,52,38.1,35.3,28.9,45.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and managed care populations (4 MCOs). The state described the ""other"" population included in the measure as the following: ""separate CHIP.""",Yes
Missouri,Behavioral Health Care,Adult Core Set,Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older,FUM-AD,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18 to 64,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Other",Administrative,38.7,52,52.3,50.7,46.2,59.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and managed care populations (4 MCOs). The state described the ""other"" population included in the measure as the following: ""separate CHIP.""",Yes
Missouri,Behavioral Health Care,Adult Core Set,Follow-Up After Emergency Department Visit for Substance Use: Age 18 and Older,FUA-AD,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Substance Use Disorder (SUD) or Drug Overdose with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18 to 64,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Other",Administrative,20.5,52,26.4,25.8,18.4,32.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and managed care populations (4 MCOs). The state described the ""other"" population included in the measure as the following: ""separate CHIP.""",Yes
Missouri,Behavioral Health Care,Adult Core Set,Follow-Up After Emergency Department Visit for Substance Use: Age 18 and Older,FUA-AD,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Substance Use Disorder (SUD) or Drug Overdose with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18 to 64,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Other",Administrative,31.6,52,38.1,37.6,29.3,44.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and managed care populations (4 MCOs). The state described the ""other"" population included in the measure as the following: ""separate CHIP.""",Yes
Missouri,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness: Age 18 and Older,FUH-AD,Higher rates are better for this measure,Percentage of Discharges for Adults Hospitalized for Treatment of Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days after Discharge: Ages 18 to 64,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Other",Administrative,24.4,52,33.0,32.3,26.8,40.1,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and managed care populations (4 MCOs). The state described the ""other"" population included in the measure as the following: ""separate CHIP.""",Yes
Missouri,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness: Age 18 and Older,FUH-AD,Higher rates are better for this measure,Percentage of Discharges for Adults Hospitalized for Treatment of Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days after Discharge: Ages 18 to 64,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Other",Administrative,41.4,52,52.7,51.4,43.7,61.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and managed care populations (4 MCOs). The state described the ""other"" population included in the measure as the following: ""separate CHIP.""",Yes
Missouri,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Substance Use Disorder Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage of New Episodes of Alcohol Use Disorder with Initiation of SUD Treatment within 14 Days: Ages 18 to 64,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Other",Administrative,44.7,52,42.7,41.8,38.5,44.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and managed care populations (4 MCOs). The state described the ""other"" population included in the measure as the following: ""separate CHIP.""",Yes
Missouri,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Substance Use Disorder Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage of New Episodes of Alcohol Use Disorder with Engagement of SUD Treatment within 34 Days of Initiation: Ages 18 to 64,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Other",Administrative,7.5,52,13.4,13.6,8.8,16.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and managed care populations (4 MCOs). The state described the ""other"" population included in the measure as the following: ""separate CHIP.""",Yes
Missouri,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Substance Use Disorder Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage of New Episodes of Opioid Use Disorder with Initiation of SUD Treatment within 14 Days: Ages 18 to 64,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Other",Administrative,59.7,52,59.0,59.9,51.6,65.1,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and managed care populations (4 MCOs). The state described the ""other"" population included in the measure as the following: ""separate CHIP.""",Yes
Missouri,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Substance Use Disorder Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage of New Episodes of Opioid Use Disorder with Engagement of SUD Treatment within 34 Days of Initiation: Ages 18 to 64,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Other",Administrative,24.4,52,31.4,31.1,22.7,39.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and managed care populations (4 MCOs). The state described the ""other"" population included in the measure as the following: ""separate CHIP.""",Yes
Missouri,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Substance Use Disorder Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage of New Episodes of Other SUD with Initiation of SUD Treatment within 14 Days: Ages 18 to 64,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Other",Administrative,44.2,52,42.8,41.6,36.5,46.6,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and managed care populations (4 MCOs). The state described the ""other"" population included in the measure as the following: ""separate CHIP.""",Yes
Missouri,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Substance Use Disorder Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage of New Episodes of Other SUD with Engagement of SUD Treatment within 34 Days of Initiation: Ages 18 to 64,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Other",Administrative,5.6,52,13.8,12.2,8.4,18.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and managed care populations (4 MCOs). The state described the ""other"" population included in the measure as the following: ""separate CHIP.""",Yes
Missouri,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Substance Use Disorder Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage of New Episodes of Total SUD with Initiation of SUD Treatment within 14 Days: Ages 18 to 64,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Other",Administrative,46.2,52,46.0,44.2,39.9,50.6,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and managed care populations (4 MCOs). The state described the ""other"" population included in the measure as the following: ""separate CHIP.""",Yes
Missouri,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Substance Use Disorder Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage of New Episodes of Total SUD with Engagement of SUD Treatment within 34 Days of Initiation: Ages 18 to 64,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Other",Administrative,8.4,52,17.3,15.7,11.3,23.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and managed care populations (4 MCOs). The state described the ""other"" population included in the measure as the following: ""separate CHIP.""",Yes
